Serial number,Price,Area(house sq.ft),Location
3096,5200000,340,Kandivali West
3097,4100000,340,Kandivali West
3098,4100000,355,Kandivali West
3099,3800000,350,Kandivali West
3100,4100000,350,Kandivali West
3101,3900000,380,Kandivali West
3102,3900000,350,Kandivali West
3103,5200000,410,Kandivali West
3104,3900000,340,Kandivali West
3105,4200000,350,Kandivali West
3106,4000000,350,Kandivali West
3107,4100000,340,Kandivali West
3108,4200000,340,Kandivali West
3109,4000000,350,Kandivali West
3110,4100000,350,Dombivali
3111,3700000,335,Kandivali West
3112,3800000,335,Kandivali West
3113,3800000,340,Malad West
3114,3800000,340,Kandivali West
3115,52600000,833,Bandra West
3116,84500000,1409,Bandra West
3117,30200000,1145,Bhandup West
3118,50800000,1815,Bhandup West
3119,36000000,930,Andheri West
3120,39000000,1147,Andheri West
3121,71500000,1680,Andheri West
3122,58000000,1500,Andheri West
3123,101800000,2400,Andheri West
3124,47800000,815,Mahim
3125,51300000,1096,Mahim
3126,20900000,667,Andheri West
3127,10000000,479,Kandivali East
3128,17300000,845,Kandivali East
3129,21600000,1202,Kandivali East
3130,32700000,1763,Kandivali East
3131,4600000,665,Panvel
3132,7400000,800,Mira Road East
3133,59000000,2250,Andheri West
3134,38000000,1350,Andheri West
3135,22000000,1250,Andheri West
3136,8628000,654,Panvel
3137,9167000,686,Panvel
3138,9745000,732,Panvel
3139,10000000,762,Panvel
3140,8200000,608,Panvel
3141,11000000,837,Panvel
3142,9013000,682,Panvel
3143,12000000,931,Panvel
3144,10800000,816,Panvel
3145,2200000,650,Khalapur
3146,2099000,882,Khalapur
3147,6000000,750,Dombivli (West)
3148,7200000,1300,Panvel
3149,6700000,1200,Panvel
3150,4750000,900,Panvel
3151,16000000,2020,Panvel
3152,4700000,800,Panvel
3153,4600000,910,Panvel
3154,7500000,950,Panvel
3155,4500000,930,Panvel
3156,8900000,1690,Panvel
3157,4900000,900,Panvel
3158,13100000,2700,Panvel
3159,6900000,1400,Panvel
3160,9300000,1800,Panvel
3161,9500000,1800,Panvel
3162,4450000,600,Panvel
3163,3800000,700,Panvel
3164,6800000,1400,Panvel
3165,13500000,650,Borivali West
3166,12000000,680,Dahisar West
3167,8200000,550,Dahisar West
3168,11500000,780,Dahisar East
3169,37500000,1600,Borivali West
3170,11000000,625,Dahisar West
3171,18000000,950,Borivali West
3172,15000000,990,Dahisar West
3173,14000000,700,Borivali East
3174,12500000,815,Dahisar East
3175,12500000,570,Borivali West
3176,25000000,1160,Borivali West
3177,8200000,485,Dahisar East
3178,14000000,800,Dahisar West
3179,21800000,768,Malad East
3180,27500000,1055,Malad East
3181,27500000,1055,Malad East
3182,43500000,1466,Malad East
3183,47500000,1906,Malad East
3184,150000000,3100,Andheri West
3185,19700000,709,Goregaon East
3186,19700000,709,Goregaon East
3187,27100000,980,Goregaon East
3188,35400000,1418,Goregaon East
3189,28500000,1050,Andheri East
3190,16100000,627,Goregaon West
3191,21700000,894,Goregaon West
3192,6200000,480,Dahisar
3193,45199999,2800,Borivali East
3194,7500000,420,Borivali West
3195,18000000,1400,Malad West
3196,26000000,955,Wadala East
3197,39800000,2525,Andheri West
3198,42500000,1350,Ville Parle West
3199,11700000,1440,Panvel
3200,11700000,1440,Panvel
3201,12600000,650,Powai
3202,10000000,600,Powai
3203,10000000,585,Powai
3204,16500000,1220,Thane West
3205,9500000,650,Borivali West
3206,22500000,900,Chembur
3207,72000000,2800,Chembur
3208,55000000,1500,Juhu
3209,55000000,1500,Juhu
3210,16500000,750,Jogeshwari West
3211,15500000,950,Jogeshwari West
3212,18500000,1100,Santacruz East
3213,22500000,961,Sion
3214,20299999,638,Wadala
3215,27000000,949,Chembur
3216,80000000,2475,Dadar East
3217,46500000,1500,Powai
3218,27500000,1270,Chembur
3219,17500000,980,Kandivali West
3220,14500000,850,Dahisar
3221,7500000,600,Dahisar East
3222,21500000,950,Dahisar
3223,18500000,1100,Mulund West
3224,18000000,1100,Mulund West
3225,5100000,675,Panvel
3226,4700000,675,Panvel
3227,8844000,1051,Panvel
3228,15400000,670,Andheri East
3229,19000000,890,Andheri East
3230,22000000,1100,Andheri East
3231,7290000,950,Panvel
3232,23000000,1250,Andheri West
3233,36000000,1900,Andheri West
3234,24000000,1300,Andheri West
3235,4850000,411,Malad East
3236,11100000,886,Thane West
3237,12000000,1046,Thane West
3238,13300000,1158,Thane West
3239,18800000,1662,Thane West
3240,10800000,928,Thane West
3241,17500000,750,Malad West
3242,6787000,850,Panvel
3243,8100000,729,Malad West
3244,12000000,750,Jogeshwari West
3245,16000000,750,Borivali West
3246,25600000,902,Wadala
3247,47500000,1440,Wadala
3248,27000000,1100,Powai
3249,13500000,1015,Ghatkopar East
3250,60000000,1200,Bandra West
3251,9500000,1050,Thane West
3252,5500000,558,Thane West
3253,7200000,961,Ulwe
3254,3000000,450,Ulwe
3255,7198999,1150,Ulwe
3256,7500000,1150,Ulwe
3257,3000000,550,Ulwe
3258,4000000,650,Ulwe
3259,8700000,950,Mira Road East
3260,8500000,1150,Mira Road East
3261,8000000,1150,Mira Road East
3262,6800000,710,Mira Road East
3263,5500000,681,Mira Road East
3264,8200000,1025,Mira Road East
3265,7884000,1080,Mira Road East
3266,8000000,1050,Mira Road East
3267,12000000,1275,Mira Road East
3268,5800000,700,Mira Road East
3269,5500000,650,Mira Road East
3270,8200000,1015,Mira Road East
3271,9500000,1185,Mira Road East
3272,8600000,950,Mira Road East
3273,18200000,941,Goregaon West
3274,25000000,1189,Goregaon West
3275,35700000,1710,Goregaon West
3276,28000000,1003,Andheri West
3277,31700000,1166,Andheri West
3278,39000000,1509,Andheri West
3279,19000000,1035,Goregaon East
3280,22300000,1355,Goregaon East
3281,3100000,581,Virar
3282,4300000,843,Virar
3283,6400000,495,Mira Road East
3284,9100000,690,Mira Road East
3285,9000000,676,Thane West
3286,11900000,1020,Thane West
3287,20800000,1214,Thane West
3288,20800000,1639,Thane West
3289,33000000,2519,Thane West
3290,16200000,1050,Borivali West
3291,2250000,590,Nala Sopara
3292,2300000,550,Nala Sopara
3293,2300000,550,Nala Sopara
3294,9500000,750,Borivali West
3295,14500000,800,Powai
3296,9500000,575,Borivali West
3297,19000000,750,Borivali West
3298,18000000,1300,Dahisar East
3299,29500000,1500,Dahisar West
3300,38000000,1400,Borivali West
3301,17000000,950,Borivali East
3302,8200000,1015,Kharghar
3303,22500000,1654,Mulund West
3304,22500000,1654,Mulund West
3305,5500000,400,Dahisar West
3306,7500000,650,Dahisar West
3307,18000000,1125,Borivali West
3308,12000000,900,Borivali West
3309,12600000,750,Borivali West
3310,9000000,550,Dahisar West
3311,12700000,750,Borivali West
3312,8800000,600,Borivali West
3313,6000000,693,Mira Road East
3314,9000000,1060,Kharghar
3315,9000000,1060,Kharghar
3316,8600000,1100,Kharghar
3317,8600000,1100,Kharghar
3318,4200000,640,Ulwe
3319,4200000,640,Ulwe
3320,9000000,1031,Kharghar
3321,9000000,1031,Kharghar
3322,10000000,1100,Kharghar
3323,5600000,620,Kharghar
3324,5600000,620,Kharghar
3325,8600000,615,Seawoods
3326,23500000,1310,Nerul
3327,8000000,605,Seawoods
3328,21500000,1250,Seawoods
3329,19100000,1205,Seawoods
3330,21700000,1250,Seawoods
3331,19200000,1205,Seawoods
3332,21500000,1300,Seawoods
3333,19000000,1205,Seawoods
3334,7500000,682,Seawoods
3335,21000000,1425,Seawoods
3336,21000000,1425,Seawoods
3337,13500000,1092,Seawoods
3338,8500000,1080,Kharghar
3339,10500000,980,Kharghar
3340,10500000,980,Kharghar
3341,6500000,685,Kharghar
3342,6500000,685,Kharghar
3343,29000000,1120,Khar West
3344,15500000,1525,Kharghar
3345,13500000,1370,Kharghar
3346,13500000,1370,Kharghar
3347,9000000,1150,Kharghar
3348,9000000,1150,Kharghar
3349,14000000,1250,Thane West
3350,14000000,810,Ghatkopar East
3351,11000000,642,Ghatkopar East
3352,51500000,2360,Ville Parle East
3353,45500000,1620,Parel
3354,90399999,3150,Prabhadevi
3355,6000000,335,Ghatkopar East
3356,35700000,1728,Ville Parle East
3357,23000000,1250,Chembur
3358,20500000,1040,Ghatkopar West
3359,27000000,1560,Mulund West
3360,15500000,927,Mulund West
3361,22500000,1835,Thane West
3362,9500000,1050,Thane West
3363,8500000,600,Mulund East
3364,2750000,450,Ulwe
3365,7200000,1050,Ulwe
3366,9000000,1550,Ulwe
3367,7000000,1100,Ulwe
3368,4000000,650,Ulwe
3369,3950000,630,Ulwe
3370,4500000,680,Ulwe
3371,14500000,1335,Thane West
3372,95000000,3100,Bandra Kurla Complex
3373,15500000,1450,Kharghar
3374,28500000,1289,Goregaon West
3375,7500000,920,Kharghar
3376,8500000,1220,Kharghar
3377,5600000,560,Kharghar
3378,24000000,1290,Malad East
3379,9500000,600,Borivali West
3380,17500000,650,Borivali West
3381,17200000,1100,Karanjade
3382,5499000,500,Thane West
3383,15000000,600,Borivali West
3384,21000000,1190,Seawoods
3385,6500000,630,Kharghar
3386,7000000,950,Kharghar
3387,17500000,1020,Chembur
3388,17500000,1020,Chembur
3389,4000000,650,Kharghar
3390,12500000,1650,Kharghar
3391,14500000,750,Deonar
3392,17000000,1000,Chembur
3393,9500000,1150,Kharghar
3394,4500000,650,Kharghar
3395,4700000,625,Kharghar
3396,7000000,950,Kharghar
3397,10500000,650,Chembur
3398,16500000,950,Kurla
3399,2100000,700,Karjat
3400,2064000,600,Karjat
3401,2888000,962,Karjat
3402,2064000,688,Karjat
3403,2100000,700,Karjat
3404,2064000,688,Karjat
3405,2898000,966,Karjat
3406,2886000,962,Karjat
3407,2886000,962,Karjat
3408,3400000,650,Kharghar
3409,65000000,3200,Seawoods
3410,3200000,610,Naigaon East
3411,2500000,560,Naigaon East
3412,2000000,510,Naigaon East
3413,18100000,1153,Thane West
3414,3200000,615,Naigaon East
3415,3200000,615,Naigaon East
3416,10900000,700,Thane West
3417,8700000,585,Goregaon West
3418,14500000,900,Goregaon East
3419,65000000,2664,Goregaon West
3420,11000000,600,Goregaon West
3421,9500000,510,Goregaon West
3422,12600000,885,Goregaon West
3423,11000000,592,Borivali West
3424,2300000,450,Kanjurmarg East
3425,2100000,425,Kurla West
3426,2300000,425,Bandra East
3427,2600000,570,Vashi
3428,6900000,700,Kharghar
3429,2150000,425,Kurla West
3430,2100000,410,Kurla West
3431,7000000,720,Kharghar
3432,7400000,950,Kharghar
3433,9300000,1100,Kharghar
3434,6000000,700,Kharghar
3435,5000000,650,Kharghar
3436,9500000,1120,Kharghar
3437,23500000,1500,Malad West
3438,10000000,1125,Kharghar
3439,5200000,650,Kharghar
3440,5900000,725,Kalamboli
3441,13500000,931,Thane West
3442,11200000,676,Thane West
3443,14800000,880,Thane West
3444,13600000,1140,Thane West
3445,15000000,1170,Malad West
3446,9500000,660,Mulund West
3447,21500000,1264,Bhandup West
3448,6998999,550,Chembur
3449,6500000,700,Kharghar
3450,6500000,700,Kharghar
3451,6500000,650,Kharghar
3452,6500000,650,Kharghar
3453,6500000,711,Kharghar
3454,11500000,1270,Kharghar
3455,8000000,1050,Ulwe
3456,15000000,1200,Kharghar
3457,8000000,1100,Ulwe
3458,8500000,1120,Kharghar
3459,8500000,1120,Kharghar
3460,6500000,950,Kharghar
3461,34500000,2465,Kandivali East
3462,17000000,1450,Kharghar
3463,17000000,1450,Kharghar
3464,5500000,675,Kharghar
3465,5500000,675,Kharghar
3466,8499000,1050,Kharghar
3467,8500000,1100,Kharghar
3468,51500000,2095,Kandivali East
3469,10000000,1100,Kharghar
3470,15500000,850,Kandivali East
3471,36600000,1625,Thane West
3472,25500000,1750,Kandivali East
3473,27000000,1750,Kandivali East
3474,27900000,1245,Thane West
3475,25000000,1750,Kandivali East
3476,3500000,1250,Naigaon East
3477,2000000,1252,Naigaon East
3478,2300000,510,Naigaon East
3479,2300000,510,Naigaon East
3480,16299999,1090,Kandivali East
3481,12500000,800,Kandivali East
3482,21500000,1200,Kandivali East
3483,15200000,739,Thane West
3484,9500000,1200,Kharghar
3485,5500000,650,Ulwe
3486,4200000,720,Ulwe
3487,4200000,675,Kharghar
3488,6900000,1060,Kalyan East
3489,21000000,1075,Kandivali East
3490,6990000,450,Chembur
3491,15400000,711,Thane West
3492,19200000,863,Thane West
3493,21500000,1012,Thane West
3494,16000000,731,Thane West
3495,20200000,969,Thane West
3496,21400000,990,Thane West
3497,16500000,662,Chembur
3498,24000000,1452,Mulund West
3499,10700000,660,Mulund West
3500,8500000,685,Malad West
3501,8200000,685,Malad West
3502,17500000,1600,Kharghar
3503,2700000,400,Taloja
3504,12900000,1860,Thane West
3505,5900000,632,Thane West
3506,8000000,976,Thane West
3507,47000000,1500,Worli
3508,37500000,1200,Worli
3509,3747999,833,Palghar
3510,40000000,790,Juhu
3511,4351000,967,Palghar
3512,14800000,800,Wadala East
3513,18000000,850,Wadala
3514,6500000,400,Thane West
3515,10900000,876,Thane West
3516,11000000,535,Jogeshwari West
3517,14000000,1137,Thane West
3518,5500000,900,Taloja
3519,5700000,486,Thane West
3520,6900000,1130,Kalyan West
3521,4600000,650,Kalamboli
3522,25000000,1600,Goregaon West
3523,20000000,1250,Goregaon West
3524,11000000,1000,Thane West
3525,14800000,1300,Thane West
3526,9900000,784,Thane West
3527,13500000,1146,Thane West
3528,9000000,550,Chembur
3529,6900000,446,Borivali West
3530,6900000,446,Borivali West
3531,2200000,525,Nala Sopara
3532,4140000,920,Dombivali East
3533,4500000,920,Dombivali East
3534,4600000,920,Dombivali East
3535,5500000,800,Kalyan West
3536,5500000,1080,Kalyan West
3537,4200000,655,Kalyan West
3538,4000000,550,Anjurdive
3539,13899999,900,Thane West
3540,8000000,2000,Vitthalwadi
3541,3000000,450,Taloja
3542,4000000,600,Bhiwandi
3543,4500000,610,Kamothe
3544,25000000,1250,Andheri West
3545,51500000,1640,Andheri West
3546,6350000,730,Mira Road
3547,11800000,984,Thane West
3548,3000000,575,Nala Sopara
3549,17200000,750,Chembur
3550,110000000,1850,Juhu
3551,4850000,900,Ambernath East
3552,13899999,992,Dahisar
3553,8400000,1020,Thane West
3554,26500000,1450,Powai
3555,3500000,300,Andheri East
3556,3500000,300,Jogeshwari East
3557,5500000,400,Mulund East
3558,29400000,1984,Dahisar
3559,16500000,1249,Thane West
3560,11900000,1461,Thane West
3561,12300000,1044,Thane West
3562,26900000,1505,Powai
3563,16800000,975,Powai
3564,17500000,978,Powai
3565,16900000,700,Ghatkopar West
3566,11900000,500,Kanjurmarg East
3567,11000000,625,Borivali West
3568,11100000,1205,Seawoods
3569,9100000,1185,Mira Road East
3570,11500000,1390,Mira Road East
3571,43000000,1820,Jogeshwari East
3572,38000000,1690,Goregaon East
3573,28500000,1200,Goregaon East
3574,31000000,1200,Goregaon East
3575,41500000,1820,Goregaon East
3576,16500000,1150,Powai
3577,16500000,1150,Powai
3578,15500000,985,Mulund East
3579,6000000,350,Mulund East
3580,9200000,558,Mulund East
3581,7000000,345,Mulund East
3582,12500000,800,Borivali West
3583,8000000,500,Borivali West
3584,6200000,425,Borivali West
3585,14200000,900,Borivali West
3586,12500000,900,Goregaon East
3587,12200000,1150,Kandivali East
3588,16200000,975,Borivali West
3589,9100000,585,Borivali West
3590,5100000,400,Borivali West
3591,10000000,575,Borivali West
3592,9800000,610,Borivali West
3593,8750000,540,Borivali West
3594,7800000,600,Borivali East
3595,7400000,600,Borivali West
3596,10000000,590,Borivali West
3597,13500000,800,Borivali West
3598,9500000,650,Borivali West
3599,14000000,1050,Kandivali West
3600,18500000,1950,Borivali West
3601,16800000,1050,Borivali West
3602,25000000,1600,Borivali West
3603,14500000,1150,Kandivali East
3604,10000000,650,Borivali West
3605,14000000,800,Borivali West
3606,13500000,850,Borivali West
3607,14000000,750,Borivali West
3608,7700000,590,Borivali West
3609,10000000,600,Borivali East
3610,9000000,610,Borivali West
3611,22500000,1300,Borivali West
3612,14500000,950,Kandivali West
3613,6800000,900,Kalyan West
3614,7000000,1135,Taloja
3615,4500000,738,Taloja
3616,3000000,830,Titwala
3617,3000000,830,Titwala
3618,4300000,657,Kalyan West
3619,14000000,1020,Belapur
3620,3700000,750,Boisar
3621,15500000,850,Dahisar
3622,20000000,1500,Kandivali West
3623,5500000,650,Mira Road East
3624,8000000,800,Mira Road East
3625,24000000,2400,Sanpada
3626,19500000,1600,Belapur
3627,8000000,350,Santacruz East
3628,7500000,950,Mira Road East
3629,8600000,1060,Mira Road East
3630,14000000,960,Borivali West
3631,3425000,845,Titwala
3632,2500000,600,Kalyan West
3633,4300000,810,Boisar
3634,22500000,1100,Borivali West
3635,9620000,1090,Thane West
3636,9100000,1082,Mira Road East
3637,10800000,1050,Thane West
3638,2000000,390,Bhoiwada Kalyan
3639,5000000,685,Dahisar
3640,11000000,1096,Thane West
3641,8420000,960,Thane West
3642,4100000,640,Kalyan West
3643,16000000,810,Powai
3644,60000000,2365,Powai
3645,9500000,1050,Mira Road East
3646,8400000,1002,Thane West
3647,88699999,2500,Goregaon East
3648,2200000,589,Palghar
3649,4517000,500,Dombivali East
3650,18800000,772,Ville Parle East
3651,15500000,1300,Belapur
3652,16200000,1100,Powai
3653,19000000,1291,Seawoods
3654,11500000,1000,Belapur
3655,2210000,580,Titwala
3656,6000000,650,Mira Road East
3657,2684000,650,Titwala
3658,9200000,945,Bhayandar East
3659,12900000,1125,Malad West
3660,9520000,1140,Thane West
3661,10000000,1300,Kalyan West
3662,12000000,1340,Kalyan West
3663,9620000,1160,Thane West
3664,2669000,639,Titwala
3665,2779000,675,Titwala
3666,11200000,1060,Thane West
3667,6299000,759,Kalyan West
3668,4200000,685,Kalyan West
3669,5500000,1397,Kalyan West
3670,9900000,1020,Thane West
3671,40000000,893,Worli
3672,16500000,1000,Powai
3673,14900000,1050,Malad West
3674,75100000,2100,Goregaon East
3675,26800000,1502,Powai
3676,27000000,1502,Powai
3677,2600000,375,Dombivli (West)
3678,5850000,625,Thane West
3679,30000000,2110,Seawoods
3680,2378000,575,Titwala
3681,2283000,550,Titwala
3682,2435000,590,Titwala
3683,16299999,1145,Malad West
3684,11100000,1160,Thane West
3685,5577000,715,Bhayandar East
3686,7800000,785,Mira Road East
3687,3329999,820,Titwala
3688,70000000,2500,Seawoods
3689,49500000,1092,Worli
3690,17500000,3200,Panvel
3691,2585000,618,Titwala
3692,2574000,615,Titwala
3693,2551000,609,Titwala
3694,16800000,1100,Seawoods
3695,5500000,620,Mira Road East
3696,4095000,710,Dombivali
3697,27000000,2200,Belapur
3698,9000000,925,Mira Road East
3699,14000000,1500,Thane West
3700,8500000,901,Mira Road East
3701,4600000,675,Bhayandar East
3702,2500000,550,Boisar
3703,23500000,1090,Malad West
3704,7500000,600,Borivali West
3705,5300000,695,Kalyan West
3706,7500000,970,Kalyan West
3707,7300000,970,Kalyan West
3708,2599000,600,Dombivali East
3709,2500000,560,Dombivali East
3710,2582000,670,Titwala
3711,8500000,810,Mira Road East
3712,24000000,955,Wadala East
3713,6200000,550,Mulund East
3714,9000000,924,Thane West
3715,6320000,384,Mira Road East
3716,8800000,1083,Thane West
3717,26400000,837,Ville Parle East
3718,25000000,1100,Andheri West
3719,15200000,513,Wadala East
3720,5400000,720,Mira Road East
3721,5850000,520,Thane West
3722,3120000,530,Dombivali East
3723,8359999,930,Thane West
3724,9230000,1230,Thane West
3725,2100000,589,Palghar
3726,4500000,650,Dombivali
3727,4200000,600,Dombivali
3728,6450000,610,Thane West
3729,5760000,590,Thane West
3730,2174000,570,Titwala
3731,2156000,565,Titwala
3732,14900000,1489,Thane West
3733,15200000,1490,Thane West
3734,9700000,1100,Mira Road East
3735,42000000,1820,Goregaon East
3736,13500000,985,Mulund East
3737,30000000,2000,Thane West
3738,25000000,2000,Hiranandani Estates
3739,43500000,2200,Hiranandani Estates
3740,7000000,890,Mira Road East
3741,110000000,1843,Juhu
3742,8500000,1050,Kamothe
3743,6500000,580,Kalwa
3744,8000000,1000,Ulwe
3745,7600000,920,Kalyan West
3746,23000000,1650,Ghansoli
3747,2460000,510,Taloja
3748,4300000,635,Kalyan West
3749,4600000,680,Beturkar Pada
3750,6000000,950,Kalyan West
3751,7548000,950,Panvel
3752,6600000,975,Kalyan West
3753,26900000,1545,Powai
3754,13100000,1100,Kalyan West
3755,6787000,850,Panvel
3756,5000000,625,Kalyan West
3757,6500000,720,Kalwa
3758,18800000,1100,Andheri East
3759,8000000,955,Kalyan West
3760,8700000,1075,Dombivli (West)
3761,4500000,690,Dombivali East
3762,3599000,620,Kalyan West
3763,2700000,680,Virar
3764,2700000,650,Virar West
3765,12000000,1550,Ulwe
3766,17500000,1100,Malad West
3767,7798999,700,Malad West
3768,4400000,685,Ulwe
3769,27000000,1400,Goregaon East
3770,13000000,1350,Ulwe
3771,19500000,1100,Goregaon East
3772,19200000,1278,Chembur
3773,26800000,1787,Chembur
3774,22400000,1496,Chembur
3775,9100000,1168,Kamothe
3776,20000000,1000,Chembur
3777,20000000,1200,Chembur
3778,17500000,910,Powai
3779,12000000,1560,Kalyan West
3780,10000000,1156,Ulwe
3781,16500000,1660,Ulwe
3782,20000000,1450,Kandivali West
3783,21100000,1050,Chembur
3784,30900000,2066,Bhandup West
3785,16000000,1650,Ulwe
3786,18500000,965,Powai
3787,10700000,1100,Thane West
3788,19000000,1140,Borivali West
3789,6022000,730,Mira Road East
3790,9000000,1050,Mira Road East
3791,11500000,1220,Ulwe
3792,5000000,700,Dombivli (West)
3793,9500000,1150,Ulwe
3794,10000000,750,Malad West
3795,14000000,1170,Malad West
3796,8500000,700,Malad West
3797,9570000,1160,Mira Road East
3798,14100000,1650,Ulwe
3799,33500000,2000,Sanpada
3800,14400000,860,Sanpada
3801,9199000,600,Sanpada
3802,6448999,910,Thane West
3803,14000000,1100,Malad West
3804,9500000,700,Malad West
3805,9800000,610,Kurla
3806,25500000,1900,Belapur
3807,26000000,1500,Borivali West
3808,18000000,700,Andheri East
3809,4300000,700,Kharghar
3810,14000000,1050,Powai
3811,14500000,1100,Chembur
3812,36100000,2065,Bhandup West
3813,55599999,3181,Bhandup West
3814,9499000,499,Chembur
3815,16900000,904,Chembur
3816,6000000,950,Dombivli (West)
3817,2249000,510,Dombivali
3818,6700000,925,Kalamboli
3819,16500000,1100,Vikroli East
3820,15900000,826,Sion
3821,11900000,538,Sion
3822,22200000,742,Mulund West
3823,20900000,697,Mulund West
3824,19900000,664,Mulund West
3825,19800000,663,Mulund West
3826,19800000,661,Mulund West
3827,28800000,963,Mulund West
3828,30500000,1017,Mulund West
3829,11200000,1150,Ulwe
3830,37400000,3400,Ulwe
3831,45199999,1850,Kandivali East
3832,4000000,665,Kalyan West
3833,4000000,665,Kalyan West
3834,13500000,850,Borivali East
3835,25400000,1900,Belapur
3836,94900000,2255,Bandra West
3837,52400000,1182,Bandra West
3838,19400000,1150,Powai
3839,12100000,1215,Ulwe
3840,3424000,845,Titwala
3841,33400000,2950,Ulwe
3842,2582000,670,Titwala
3843,17400000,885,Powai
3844,10500000,645,Kandivali East
3845,22500000,1800,Belapur
3846,11399999,650,Powai
3847,15900000,1090,Belapur
3848,2300000,575,Nala Sopara
3849,20000000,1164,Malad East
3850,22500000,1500,Sanpada
3851,40000000,1820,Goregaon East
3852,18900000,1435,Goregaon West
3853,10200000,720,Kandivali West
3854,28700000,1600,Powai
3855,11500000,650,Mulund East
3856,22500000,1650,Sanpada
3857,9100000,1168,Kamothe
3858,8000000,935,Kalyan West
3859,19500000,1120,Powai
3860,9000000,560,Borivali East
3861,8500000,560,Kandivali East
3862,17900000,1250,Goregaon West
3863,8500000,570,Kandivali East
3864,8000000,495,Kandivali East
3865,5300000,500,Thane West
3866,18000000,980,Mulund East
3867,8500000,1150,Mira Road East
3868,7050000,890,Mira Road East
3869,3900000,625,Ambernath East
3870,3800000,685,Karanjade
3871,3800000,685,Karanjade
3872,11200000,1130,Thane West
3873,2360000,546,Taloja
3874,5500000,695,Kalyan West
3875,2320000,570,Taloja
3876,3900000,695,Kalyan West
3877,8000000,1140,Kalyan West
3878,2600000,650,Titwala
3879,4500000,700,Kalyan West
3880,8000000,1095,Kalyan West
3881,9900000,1495,Kalyan West
3882,4000000,960,Titwala
3883,6000000,945,Kalyan West
3884,8600000,865,Kalyan West
3885,2500000,421,Kalyan West
3886,2000000,640,Ambivli
3887,4500000,585,Kalyan West
3888,3800000,595,Kalyan West
3889,4500000,890,Kalyan West
3890,3500000,550,Kalyan West
3891,5200000,880,Kalyan West
3892,5200000,695,Kalyan West
3893,2640000,560,Taloja
3894,4000000,665,Kalyan West
3895,6500000,600,Thane West
3896,8600000,900,Thane West
3897,63900000,2780,Andheri West
3898,51900000,2260,Andheri West
3899,47600000,2070,Andheri West
3900,14500000,696,Chembur
3901,9600000,503,Chembur
3902,9400000,495,Chembur
3903,9200000,473,Chembur
3904,9700000,506,Chembur
3905,14600000,698,Chembur
3906,10200000,786,Mira Road East
3907,5099000,384,Mira Road East
3908,7298999,538,Mira Road East
3909,46000000,1040,Lower Parel
3910,8999000,950,Thane West
3911,9000000,950,Thane West
3912,9250000,1232,Mira Road East
3913,8500000,1385,Mira Road East
3914,8300000,1120,Kalyan West
3915,34000000,1864,Andheri West
3916,22300000,1450,Andheri East
3917,10600000,1160,Thane West
3918,23200000,1264,Andheri West
3919,23200000,1264,Andheri West
3920,2350000,390,Kalyan West
3921,21500000,1450,Andheri East
3922,2500000,390,Kalyan West
3923,4000000,665,Kalyan West
3924,4000000,665,Kalyan West
3925,7500000,500,Dahisar West
3926,9600000,650,Borivali West
3927,9100000,650,Dahisar
3928,20000000,980,Borivali West
3929,9000000,580,Borivali West
3930,7500000,550,Chembur
3931,8500000,550,Thane West
3932,12100000,1240,Kharghar
3933,9800000,659,Goregaon East
3934,13500000,1375,Kharghar
3935,9199000,1065,Kharghar
3936,6400000,670,Kharghar
3937,2350000,390,Kalyan West
3938,23500000,1250,Nerul
3939,22000000,1125,Seawoods
3940,19200000,1231,Seawoods
3941,27500000,1650,Seawoods
3942,8100000,500,Kurla
3943,9100000,1110,Kalyan West
3944,7600000,956,Mira Road East
3945,7450000,956,Mira Road East
3946,7100000,890,Mira Road East
3947,5100000,760,Kalyan West
3948,5100000,760,Kalyan West
3949,9000000,1200,Kalyan West
3950,4600000,695,Kalyan West
3951,13500000,500,Powai
3952,9500000,1050,Thane West
3953,6000000,675,Thane West
3954,9300000,1240,Kharghar
3955,13500000,1680,Kharghar
3956,3299000,950,Taloja
3957,3799000,850,Taloja
3958,4100000,670,Dombivali
3959,14000000,800,Borivali East
3960,9000000,650,Kandivali East
3961,8900000,1065,Kharghar
3962,4602000,550,Panvel
3963,6600000,750,Panvel
3964,7500000,750,Panvel
3965,5850000,500,Thane West
3966,5500000,500,Thane West
3967,5500000,480,Thane West
3968,6400000,550,Thane West
3969,13000000,713,Thane West
3970,15500000,828,Thane West
3971,14000000,811,Thane West
3972,15800000,848,Thane West
3973,22000000,1234,Thane West
3974,13000000,698,Thane West
3975,10000000,1050,Mira Road East
3976,4700000,700,Taloja
3977,10000000,750,Ghatkopar West
3978,4000000,660,Taloja
3979,6500000,508,Thane West
3980,32500000,1130,Ville Parle East
3981,32500000,1130,Ville Parle East
3982,30000000,980,Ville Parle East
3983,60000000,1491,Goregaon East
3984,43000000,1367,Goregaon East
3985,62500000,1890,Ville Parle East
3986,62500000,1890,Ville Parle East
3987,15000000,1290,Mira Road East
3988,4000000,680,Ulwe
3989,2500000,555,Nala Sopara
3990,72500000,3700,Worli
3991,2300000,578,Nala Sopara
3992,2600000,585,Nala Sopara
3993,32500000,840,Ville Parle East
3994,5800000,1050,Mira Road East
3995,2400000,550,Nala Sopara
3996,80000000,2660,Ville Parle East
3997,47500000,1509,vile parle west
3998,33500000,1073,vile parle west
3999,10000000,1150,Mira Road East
