Serial number,Price,Area(house sq.ft),Location
2408,70000000,1824,Bandra West
2409,70000000,1824,Bandra West
2410,16000000,950,Dahisar
2411,8500000,600,Malad West
2412,18000000,980,Powai
2413,5400000,697,Ulwe
2414,26500000,1050,Powai
2415,14000000,1050,Thane West
2416,14000000,1050,Thane West
2417,2000000,780,Boisar
2418,65000000,5000,Belapur
2419,5700000,725,Ulwe
2420,13799999,1050,Malad West
2421,12600000,850,Thane West
2422,8500000,750,Kandivali West
2423,28000000,1500,Jogeshwari West
2424,14500000,1050,Jogeshwari West
2425,14500000,1050,Jogeshwari West
2426,21400000,1101,Malad West
2427,16200000,872,Malad West
2428,2700000,560,Panvel
2429,42000000,2020,Powai
2430,6498999,945,Thane West
2431,18800000,985,Powai
2432,8000000,1300,Panvel
2433,6400000,495,Airoli
2434,3800000,678,Ulwe
2435,85000000,1800,Juhu
2436,6000000,660,Ghansoli
2437,6000000,660,Ghansoli
2438,35000000,1000,Prabhadevi
2439,4300000,665,Ulwe
2440,4000000,480,Shil Phata
2441,8200000,1055,Ulwe
2442,6900000,1287,Palava
2443,6900000,1287,Palava
2444,16500000,980,Sion
2445,4000000,685,Ulwe
2446,16000000,826,Malad West
2447,8500000,1075,Ulwe
2448,16000000,742,Malad West
2449,67500000,1800,Juhu
2450,16299999,742,Malad West
2451,120000000,2570,Juhu
2452,14600000,720,Malad West
2453,19500000,1400,Malad West
2454,3500000,360,Mira Road East
2455,29000000,1550,Andheri West
2456,31000000,1600,Andheri West
2457,35000000,1600,Andheri West
2458,10000000,1050,Dombivli (West)
2459,16500000,840,Kandivali West
2460,16500000,840,Kandivali West
2461,60000000,1296,matunga east
2462,30000000,900,matunga east
2463,37000000,1150,matunga east
2464,25500000,850,matunga east
2465,29500000,1000,matunga east
2466,7500000,800,Ulwe
2467,26000000,1850,Malad East
2468,25500000,1850,Malad East
2469,9150000,1127,Belapur
2470,41500000,1850,Andheri West
2471,43000000,3000,Borivali West
2472,21500000,1450,Borivali East
2473,13000000,1565,Ulwe
2474,9500000,700,Kandivali East
2475,8500000,560,Dahisar West
2476,15200000,1140,Malad West
2477,14500000,1150,Malad West
2478,6700000,950,Mira Road East
2479,7500000,950,Mira Road East
2480,16600000,981,Thane West
2481,15500000,915,Thane West
2482,14900000,883,Thane West
2483,14800000,879,Thane West
2484,15700000,928,Thane West
2485,15500000,919,Thane West
2486,13500000,800,Thane West
2487,20000000,1012,Thane West
2488,12900000,766,Thane West
2489,2500000,728,Ambernath West
2490,11000000,600,Mulund West
2491,17200000,1250,Kandivali East
2492,22500000,1780,Kandivali East
2493,12500000,745,Kandivali East
2494,6500000,465,Kandivali East
2495,11500000,780,Kandivali East
2496,6400000,365,Kandivali East
2497,23500000,1325,Kandivali East
2498,26500000,1200,Borivali West
2499,18500000,1050,Borivali West
2500,19900000,800,Kandivali West
2501,8500000,600,Dahisar East
2502,5800000,695,Mira Road East
2503,10100000,548,Malad West
2504,9500000,580,Dahisar
2505,2450000,575,Nala Sopara
2506,20000000,823,Malad West
2507,2100000,585,Nala Sopara
2508,24000000,960,Andheri West
2509,140000000,4320,Juhu
2510,17800000,1250,Thane West
2511,2200000,620,Nala Sopara
2512,6500000,450,Malad West
2513,4800000,615,Mira Road East
2514,20000000,2500,Kalwa
2515,12000000,680,Kandivali West
2516,5200000,350,Malad West
2517,2900000,200,Malad West
2518,2800000,200,Malad West
2519,2900000,220,Malad West
2520,2900000,220,Malad West
2521,3000000,225,Malad West
2522,2300000,225,Malad West
2523,3400000,450,Kandivali West
2524,8900000,750,Malad West
2525,19300000,1600,Malad West
2526,16399999,1065,Kandivali East
2527,17500000,1120,Kandivali East
2528,13000000,1450,Malad West
2529,19000000,1350,Malad West
2530,5500000,725,Dombivli (West)
2531,14000000,780,Goregaon West
2532,7500000,550,Dahisar West
2533,11500000,860,Vashi
2534,56000000,1196,Khar West
2535,32500000,775,Khar West
2536,15500000,840,Powai
2537,10900000,500,Kanjurmarg East
2538,57500000,1266,Santacruz West
2539,60000000,1440,Santacruz West
2540,26000000,900,Santacruz West
2541,23600000,1242,Kandivali West
2542,16900000,888,Kandivali West
2543,16900000,888,Kandivali West
2544,29200000,2905,Ulwe
2545,8600000,550,Borivali West
2546,16800000,1690,Ulwe
2547,16000000,1215,Ulwe
2548,17500000,1000,Chembur
2549,30000000,1200,Chembur
2550,36500000,1500,Chembur
2551,27500000,1400,Chembur
2552,19600000,1010,Chembur
2553,30000000,1180,Vikhroli
2554,45000000,2905,Ulwe
2555,29200000,2905,Ulwe
2556,11500000,1120,Kurla West
2557,16500000,1850,Ulwe
2558,11000000,1050,Kurla West
2559,25000000,550,vile parle west
2560,6000000,1000,Dronagiri
2561,11500000,1350,Ulwe
2562,8000000,640,Dahisar
2563,3800000,660,Dronagiri
2564,6000000,1050,Dronagiri
2565,17000000,1700,Ulwe
2566,35000000,1080,Juhu
2567,4000000,660,Dronagiri
2568,7450000,600,Dahisar
2569,6700000,670,Thane West
2570,43000000,2195,Goregaon East
2571,8400000,1206,Thane West
2572,12800000,1800,Thane West
2573,3500000,735,Dronagiri
2574,3000000,665,Dronagiri
2575,3000000,665,Dronagiri
2576,30000000,1080,Juhu
2577,14000000,1000,Kandivali East
2578,9800000,600,Malad West
2579,15500000,610,Sewri
2580,15500000,610,Sewri
2581,16000000,995,Powai
2582,11000000,585,Powai
2583,9000000,578,Powai
2584,16500000,970,Powai
2585,19800000,1450,Malad West
2586,37000000,1600,Andheri West
2587,21500000,1200,Dahisar West
2588,15500000,850,Ghatkopar West
2589,13000000,1075,Koper Khairane
2590,34000000,1166,Andheri West
2591,22000000,788,Andheri West
2592,22000000,788,Andheri West
2593,8700000,675,Koper Khairane
2594,11200000,650,Borivali West
2595,13500000,850,Dahisar
2596,9600000,515,Kandivali East
2597,11500000,600,Borivali West
2598,38100000,1596,Malad West
2599,10000000,600,Borivali West
2600,13300000,899,Borivali West
2601,10500000,650,Borivali West
2602,7300000,735,Thane West
2603,7000000,540,Thane West
2604,7300000,570,Thane West
2605,15500000,1300,Thane West
2606,9709000,1022,Thane West
2607,4200000,340,Malad West
2608,20000000,1000,Borivali West
2609,16500000,850,Andheri East
2610,25000000,790,Andheri West
2611,19600000,985,Powai
2612,36400000,1193,Andheri West
2613,26500000,1250,Andheri West
2614,100000000,2040,Juhu
2615,14600000,1135,Malad West
2616,14000000,750,Dahisar
2617,7600000,1050,Ulwe
2618,3000000,600,Bhayandar East
2619,8100000,1175,Dronagiri
2620,13000000,650,Chembur
2621,8000000,520,Chembur
2622,110000000,1620,Juhu
2623,9900000,826,Thane West
2624,9000000,847,Thane West
2625,10000000,1020,Thane West
2626,10000000,850,Thane West
2627,10000000,650,Kandivali West
2628,35000000,864,Juhu
2629,45000000,780,Juhu
2630,50000000,1020,Juhu
2631,50000000,1020,Juhu
2632,13000000,1240,Ulwe
2633,53000000,1130,Matunga
2634,7600000,1053,Mira Road East
2635,16500000,1660,Ulwe
2636,16500000,1660,Ulwe
2637,5500000,354,Dahisar
2638,9000000,510,Dahisar
2639,6000000,520,Thane West
2640,11000000,1300,Thane West
2641,8500000,783,Thane West
2642,8500000,783,Thane West
2643,27599999,1600,Thane West
2644,7500000,685,Thane West
2645,12700000,1050,Thane West
2646,13000000,1150,Thane West
2647,6500000,683,Thane West
2648,3000000,715,Virar East
2649,2800000,545,Virar East
2650,16000000,580,Borivali West
2651,8900000,600,Borivali West
2652,78700000,2300,Goregaon East
2653,6217000,700,Dombivali East
2654,8020000,900,Dombivali East
2655,2400000,350,Dombivli (West)
2656,28700000,1670,Borivali West
2657,17000000,712,Borivali West
2658,47000000,2050,Powai
2659,51000000,2600,Mulund West
2660,23300000,1250,Powai
2661,16000000,750,Borivali West
2662,6500000,360,Borivali West
2663,10500000,1540,Dronagiri
2664,6350000,655,Mira Road East
2665,6419000,655,Mira Road East
2666,9500000,640,Malad West
2667,6000000,350,Thane West
2668,6100000,550,Malad West
2669,35000000,1405,Goregaon (East)
2670,6500000,365,Malad West
2671,25000000,700,Malad East
2672,20200000,1190,Goregaon East
2673,16000000,800,Andheri West
2674,17000000,830,Kandivali West
2675,25500000,800,Prabhadevi
2676,55000000,1030,Malabar Hill
2677,41000000,1862,Goregaon East
2678,17000000,1050,Chembur
2679,58000000,3000,Goregaon East
2680,12800000,950,Chembur
2681,30000000,1792,Andheri West
2682,22500000,1330,Goregaon East
2683,10000000,600,Goregaon East
2684,13500000,970,Goregaon East
2685,31000000,1456,Goregaon East
2686,37000000,2310,Malad East
2687,16000000,900,Andheri East
2688,18000000,1050,Goregaon East
2689,18000000,1155,Malad East
2690,13500000,742,Borivali West
2691,20000000,1095,Ambivali
2692,35000000,2310,Malad East
2693,22000000,1290,Goregaon East
2694,11500000,630,Malad East
2695,14500000,1125,Malad West
2696,38500000,1660,Goregaon East
2697,22500000,1290,Goregaon East
2698,13000000,850,Dahisar
2699,16500000,756,Borivali West
2700,28500000,1485,Goregaon West
2701,19500000,1150,Goregaon West
2702,2700000,580,Nalasopara East
2703,74500000,3582,Worli
2704,71500000,3182,Worli
2705,3500000,650,Ulwe
2706,23500000,1100,Borivali West
2707,2800000,690,Ambernath East
2708,3300000,665,Nala Sopara
2709,4000000,650,Ulwe
2710,5250000,650,Ulwe
2711,3951000,650,Uran
2712,7500000,1150,Ulwe
2713,4500000,680,Ulwe
2714,4151000,650,Ulwe
2715,4151000,650,Ulwe
2716,2899000,450,Ulwe
2717,5999000,945,Thane West
2718,5699000,905,Thane West
2719,4099000,588,Thane West
2720,6500000,902,Thane West
2721,5499000,902,Thane West
2722,4099000,590,Thane West
2723,21000000,910,Powai
2724,5299000,905,Thane West
2725,4399000,615,Thane West
2726,5599000,905,Thane West
2727,5990000,905,Thane West
2728,5299000,645,Thane West
2729,9000000,720,Mulund West
2730,9750000,630,Borivali West
2731,27500000,1500,Borivali West
2732,9500000,650,Borivali West
2733,14500000,890,Dahisar
2734,7000000,410,Dahisar West
2735,9000000,585,Dahisar West
2736,10000000,610,Dahisar West
2737,8000000,580,Dahisar East
2738,14500000,820,Dahisar
2739,9800000,595,Dahisar
2740,15000000,1020,Dahisar East
2741,22000000,1614,Kandivali West
2742,8500000,580,Dahisar East
2743,2200000,500,Vasai West
2744,4550000,860,Vijay Nagar
2745,19800000,1130,Powai
2746,8500000,500,Jogeshwari West
2747,23500000,1100,Borivali West
2748,8500000,580,Dahisar East
2749,8600000,590,Dahisar East
2750,11500000,650,Borivali West
2751,12000000,785,Dahisar East
2752,14200000,780,Dahisar
2753,14500000,710,Borivali West
2754,16000000,1044,Dahisar
2755,8000000,1100,Mira Road East
2756,34000000,1555,Kandivali West
2757,22500000,1700,Borivali West
2758,9000000,650,Borivali West
2759,6500000,400,Borivali West
2760,5325000,325,Borivali West
2761,9500000,635,Borivali West
2762,15000000,950,Mulund West
2763,8700000,705,Thane West
2764,3049000,569,Palghar
2765,2099000,387,Palghar
2766,3500000,646,Palghar
2767,4499000,518,Virar
2768,3372000,412,Virar
2769,3446000,426,Virar
2770,4656000,536,Virar
2771,5499000,579,Virar
2772,4621000,532,Virar
2773,3500000,433,Virar
2774,13500000,900,Borivali West
2775,18500000,1285,Chembur
2776,17500000,1500,Chembur
2777,16500000,1050,Chembur
2778,11800000,1080,Koper Khairane
2779,7000000,650,Koper Khairane
2780,42500000,2400,Borivali West
2781,7100000,950,Greater Khanda
2782,7800000,950,Greater Khanda
2783,17000000,775,Chedda Nagar
2784,2400000,585,Nala Sopara
2785,71500000,1600,Khar West
2786,15000000,880,Sion
2787,13700000,697,Borivali West
2788,8800000,1100,Thane West
2789,22500000,935,Borivali West
2790,14500000,580,Borivali West
2791,27500000,1196,Dahisar
2792,16500000,980,Sion
2793,8600000,695,Kurla West
2794,9000000,575,Kurla West
2795,22500000,1350,Kurla West
2796,8200000,725,Kurla
2797,8100000,720,Kurla
2798,8298999,700,Kurla
2799,7598999,750,Kurla
2800,11000000,900,Kurla West
2801,7998999,690,Kurla West
2802,7798999,700,Kurla
2803,7898999,680,Kurla
2804,11500000,1100,Kurla West
2805,7998999,700,Kurla
2806,18500000,1676,Kurla
2807,11000000,750,Kurla East
2808,9000000,750,Kurla
2809,4900000,239,Thane West
2810,5700000,283,Thane West
2811,6351000,352,Thane West
2812,6900000,440,Thane West
2813,24500000,1350,Jogeshwari West
2814,22500000,1250,Borivali West
2815,40000000,1700,Borivali West
2816,8400000,515,Borivali West
2817,9000000,570,Malad East
2818,13500000,820,Malad East
2819,4800000,855,Kalyan East
2820,3300000,600,Kalyan East
2821,4500000,880,Kalyan East
2822,4500000,600,Dombivali
2823,9800000,580,Kandivali West
2824,2000000,425,Malad East
2825,44500000,1950,Sion
2826,2350000,425,Bandra East
2827,7598999,400,Thane West
2828,9800000,599,Thane West
2829,27400000,1552,Manpada
2830,14600000,958,Thane West
2831,18500000,1174,Thane West
2832,8000000,419,Thane West
2833,12800000,705,Thane West
2834,13500000,931,Thane West
2835,4200000,350,Santacruz East
2836,35000000,1700,Powai
2837,15200000,680,Borivali West
2838,14500000,950,Kandivali West
2839,26000000,1280,Malad West
2840,18000000,704,Goregaon West
2841,3700000,300,Andheri East
2842,3400000,300,Andheri East
2843,7500000,495,Malad West
2844,6850000,1050,Ulwe
2845,4000000,650,Ulwe
2846,3000000,550,Ulwe
2847,4550000,650,Ulwe
2848,3990000,650,Ulwe
2849,4000000,650,Ulwe
2850,4225000,650,Ulwe
2851,4140999,650,Ulwe
2852,4000000,650,Ulwe
2853,6500000,525,Malad West
2854,16100000,675,Borivali West
2855,9800000,540,Mira Road East
2856,7700000,1110,Kamothe
2857,27500000,1000,Prabhadevi
2858,110000000,3000,Andheri West
2859,7209999,900,Mira Road East
2860,5637000,650,Mira Road East
2861,13200000,1500,Mira Road East
2862,9450000,1080,Mira Road East
2863,5150000,720,Mira Road East
2864,6500000,450,Kharodi
2865,27900000,1086,Wadala
2866,18900000,925,Wadala
2867,13899999,505,Wadala
2868,31800000,1046,Ghatkopar West
2869,46200000,1507,Ghatkopar West
2870,10800000,1260,Thane West
2871,10700000,1240,Thane West
2872,10600000,1230,Thane West
2873,16500000,646,Borivali West
2874,27500000,1056,Borivali West
2875,22000000,858,Borivali East
2876,31300000,1043,Borivali East
2877,8920000,749,Thane West
2878,7320000,746,Thane West
2879,13100000,1140,Thane West
2880,13100000,1140,Thane West
2881,21700000,707,Andheri West
2882,27799999,944,Andheri West
2883,13899999,614,Kandivali East
2884,52100000,1104,Juhu
2885,14300000,686,Ghatkopar West
2886,24600000,1182,Ghatkopar West
2887,34800000,750,Ville Parle West
2888,36500000,1620,Wadala
2889,2150000,655,Badlapur East
2890,2250000,655,Badlapur East
2891,2400000,700,Badlapur West
2892,3100000,920,Badlapur East
2893,2399000,700,Badlapur East
2894,2000000,610,Vangani
2895,2190000,655,Badlapur East
2896,3200000,820,Badlapur East
2897,3600000,910,Ambernath West
2898,2450000,550,Ambernath West
2899,3100000,920,Badlapur East
2900,2650000,650,Badlapur West
2901,9800000,1170,Mira Road East
2902,8600000,1026,Mira Road East
2903,11399999,1341,Mira Road East
2904,5700000,710,Mira Road East
2905,7800000,1010,Mira Road East
2906,6700000,775,Mira Road East
2907,5600000,693,Mira Road East
2908,7600000,972,Mira Road East
2909,10600000,1386,Mira Road East
2910,5600000,788,Mira Road East
2911,10400000,1365,Mira Road East
2912,7700000,1046,Mira Road East
2913,5300000,710,Mira Road East
2914,7320000,999,Bhayandar East
2915,5518000,677,Mira Road East
2916,5500000,720,Mira Road East
2917,8250000,1060,Mira Road East
2918,7800000,1010,Mira Road East
2919,6120000,720,Mira Road East
2920,5650000,780,Mira Road East
2921,6200000,730,Mira Road East
2922,8500000,1048,Mira Road East
2923,7650000,982,Mira Road East
2924,5700000,770,Mira Road East
2925,7650000,1020,Mira Road East
2926,6200000,750,Mira Road East
2927,6000000,621,Shil Phata
2928,5500000,525,Shil Phata
2929,4000000,424,Shil Phata
2930,26000000,923,Andheri West
2931,22200000,930,Andheri West
2932,7500000,1015,Dombivli (West)
2933,64300000,1259,Ville Parle West
2934,4850000,300,Borivali West
2935,2500000,450,Ulwe
2936,39100000,707,Khar
2937,60500000,1195,Khar
2938,34700000,832,Bandra Kurla Complex
2939,36500000,965,Bandra Kurla Complex
2940,25200000,1250,Andheri West
2941,105000000,2800,Juhu
2942,3500000,650,Sector 5 Ulwe
2943,4150000,650,Ulwe
2944,7150000,1050,Ulwe
2945,10500000,420,Andheri West
2946,14600000,586,Andheri West
2947,3500000,650,Ulwe
2948,3500000,650,Ulwe
2949,6800000,1050,Ulwe
2950,8700000,580,Borivali West
2951,10800000,550,Kandivali East
2952,13000000,760,Borivali West
2953,2300000,350,Vasai West
2954,9000000,650,Borivali West
2955,9000000,650,Borivali West
2956,8200000,610,Borivali West
2957,8700000,585,Vikhroli West
2958,10000000,600,Vikhroli West
2959,15500000,900,Borivali West
2960,31500000,1600,Borivali West
2961,8800000,650,Borivali West
2962,21500000,1350,Borivali West
2963,8400000,605,Kandivali West
2964,2500000,615,Virar East
2965,82000000,2044,Worli
2966,5000000,950,Kalyan West
2967,21200000,859,Andheri East
2968,25200000,969,Andheri East
2969,18900000,710,Malad West
2970,20500000,1015,Bhandup West
2971,54200000,1174,Andheri West
2972,55400000,1179,Andheri West
2973,55700000,1181,Andheri West
2974,60700000,1234,Andheri West
2975,79200000,1648,Andheri West
2976,62100000,1305,Andheri West
2977,85600000,1705,Andheri West
2978,54500000,1142,Andheri West
2979,65500000,1344,Andheri West
2980,68100000,1418,Andheri West
2981,59500000,1210,Andheri West
2982,27000000,1550,Andheri West
2983,26000000,1250,Andheri West
2984,2999000,550,Ulwe
2985,5100000,650,Ulwe
2986,4099000,650,Ulwe
2987,4400000,650,Ulwe
2988,12000000,700,Goregaon West
2989,11700000,560,Dahisar
2990,13899999,720,Dahisar
2991,14500000,721,Dahisar
2992,16700000,1050,Ghatkopar West
2993,16000000,1053,Ghatkopar West
2994,16800000,1054,Ghatkopar West
2995,16500000,1054,Ghatkopar West
2996,16399999,1050,Ghatkopar West
2997,16500000,1053,Ghatkopar West
2998,6200000,310,Malad West
2999,8500000,575,Thane West
3000,22000000,1400,Thane West
3001,18200000,980,Powai
3002,19500000,1300,Thane West
3003,11000000,450,Ville Parle East
3004,21500000,1650,Thane West
3005,17500000,1350,Thane West
3006,17500000,1350,Thane West
3007,20000000,711,Goregaon West
3008,25500000,921,Goregaon West
3009,33500000,1112,Goregaon West
3010,23900000,1042,Wadala East
3011,6000000,1000,Dombivali
3012,30000000,1200,Andheri East
3013,67000000,2500,Andheri West
3014,42500000,1850,Andheri West
3015,8016000,809,Dombivali
3016,4043000,408,Dombivali
3017,4498000,454,Dombivali
3018,8294000,834,Dombivali
3019,6242000,630,Dombivali
3020,17500000,1775,Thane West
